"기준_년분기_코드","자치구_코드","자치구_코드_명","서비스_업종_코드","서비스_업종_코드_명","당월_매출_금액","당월_매출_건수","주중_매출_금액","주말_매출_금액","월요일_매출_금액","화요일_매출_금액","수요일_매출_금액","목요일_매출_금액","금요일_매출_금액","토요일_매출_금액","일요일_매출_금액","시간대_00~06_매출_금액","시간대_06~11_매출_금액","시간대_11~14_매출_금액","시간대_14~17_매출_금액","시간대_17~21_매출_금액","시간대_21~24_매출_금액","남성_매출_금액","여성_매출_금액","연령대_10_매출_금액","연령대_20_매출_금액","연령대_30_매출_금액","연령대_40_매출_금액","연령대_50_매출_금액","연령대_60_이상_매출_금액","주중_매출_건수","주말_매출_건수","월요일_매출_건수","화요일_매출_건수","수요일_매출_건수","목요일_매출_건수","금요일_매출_건수","토요일_매출_건수","일요일_매출_건수","시간대_건수~06_매출_건수","시간대_건수~11_매출_건수","시간대_건수~14_매출_건수","시간대_건수~17_매출_건수","시간대_건수~21_매출_건수","시간대_건수~24_매출_건수","남성_매출_건수","여성_매출_건수","연령대_10_매출_건수","연령대_20_매출_건수","연령대_30_매출_건수","연령대_40_매출_건수","연령대_50_매출_건수","연령대_60_이상_매출_건수"
"20203","11110","종로구","CS300018","의약품","44510729080","1552622","37203221683","7307507397","7367591706","7938017871","7266460137","7063901284","7567250685","5781560144","1525947253","0","7621702208","14482805568","14564375347","7702727967","139117990","25815813423","18609272369","47248299","3852108929","6579256595","8165912212","9612821742","16167738019","1342665","209957","282294","277216","260029","249574","273552","168306","41651","0","278782","450730","467471","344293","11346","814238","735888","5934","228857","281455","288120","324209","421544"
"20203","11110","종로구","CS300004","핸드폰","1857091962","37232","1649859244","207232718","364405161","239220683","420497409","38228147","587507844","192331734","14900984","0","96615697","374829603","445650139","938819577","1176946","1223011221","587166618","1428718","218551514","179807735","548526420","427405108","434458342","32085","5147","5570","8171","7657","4008","6679","4105","1042","0","2517","9398","13744","11495","78","19771","16005","286","5851","4113","7183","10233","8113"
"20203","11110","종로구","CS300043","전자상거래업","8886606502","126456","6891925204","1994681298","1416889679","1418772418","1321558382","1233221009","1501483716","1028834633","965846665","497414175","999131402","1595763278","2534047959","2216259890","1043989798","4024000653","4638937241","18996361","1404734656","2944202049","2549937065","1187637153","557405508","92282","34174","15854","18146","20220","19632","18430","16199","17975","9016","17796","24886","26056","30142","18560","44082","80826","903","20663","38197","41341","15988","7817"
"20203","11140","중구","CS100003","일식음식점","10860510437","286419","9824087914","1036422523","1647200312","1930199339","2053242877","2137705384","2055740002","754789118","281633405","102178932","25672379","4664309640","614530792","3567206622","1886612072","4273882506","2736015717","30963284","1486589626","1946626629","1711299547","1189991921","644427212","258854","27565","46006","52632","53783","52278","54155","18683","8882","1433","1562","168390","22349","73185","19500","125230","108349","1550","61552","70708","52412","30955","16411"
"20203","11140","중구","CS300002","편의점","45342083960","7644294","35899267388","9442816572","6744783260","7135387102","7354764649","7114452785","7549879592","5388667710","4054148862","4417971316","9685094635","7473553252","6738197157","10229735170","6797532430","29281227035","14063370392","309826080","11359247855","12752901257","9919971594","6344214218","2658436438","6173295","1470999","1156590","1240441","1272141","1234551","1269572","828055","642944","631284","1875711","1369640","1159331","1623925","984403","4993928","2490972","75649","2233581","2256901","1555853","978824","384087"
"20203","11140","중구","CS200007","치과의원","20878044774","129224","19177590466","1700454308","4119358638","4284621766","3747470302","3298487238","3727652522","1694077235","6377073","0","2418726609","6767689343","7189993608","4395585705","106049509","10410176788","10354786973","42124161","2445257845","3732759472","4195200766","5073413097","5276208424","118720","10504","25095","25842","22932","21510","23341","10480","24","0","18876","40786","45405","23892","265","65999","62781","307","18417","24790","25498","31913","27858"
"20203","11140","중구","CS100004","양식음식점","12244605368","357385","9341288583","2903316785","1517723881","1847036960","1908580510","1906268526","2161678706","1631666310","1271650475","89429504","65618465","5106438223","1598476917","4278706274","1105935985","4905900444","4509627218","51656153","2661358339","3047817518","1923443105","1234939102","496313422","280424","76961","49218","56746","58945","53828","61687","41100","35861","1396","3547","171394","55733","106579","18736","163886","152037","2849","103655","104555","58525","33397","12959"
"20203","11140","중구","CS200029","네일숍","346716373","6138","264337644","82378729","55574027","43765230","45655637","49089730","70253020","69392317","12986412","0","3418987","70932525","97822396","150282200","24260265","30964878","314887125","0","90064529","111130190","106676941","22791563","15188779","5106","1032","1044","1106","824","904","1228","898","134","0","9","1392","1868","2619","250","364","5743","0","1933","2167","1229","360","417"
"20203","11140","중구","CS200005","스포츠 강습","1004268615","2172","873587519","130681096","208971278","182188593","176206105","126034637","180186906","94809720","35871376","0","141482573","238881831","282773651","298230549","42900011","225738901","764264722","0","227752441","272680186","230357049","230692014","28521931","1967","205","448","468","401","258","392","158","47","0","254","411","612","754","141","543","1618","0","624","678","516","271","72"
"20203","11140","중구","CS300029","애완동물","437399204","14368","369340358","68058846","72416248","69304112","65048512","92165607","70405879","66107272","1951574","0","130063694","149253105","145303527","12778878","0","150860215","286538989","1019108","11668275","54629256","45382921","106639341","218060303","12090","2278","2331","2445","2562","2166","2586","2240","38","0","2803","5451","5644","470","0","5859","8509","127","536","2332","1693","3782","5898"
"20203","11140","중구","CS200036","고시원","58843881","664","45137911","13705970","425974","12704930","2609262","15590649","13807096","10459367","3246603","0","1567585","4728993","17648699","30386687","4511917","32806815","26037066","0","24109107","5040977","1581216","6132322","21980259","391","273","17","102","68","68","136","239","34","0","68","85","205","170","136","306","358","0","324","136","51","102","51"
"20203","11170","용산구","CS100010","커피-음료","14953488591","1781153","11376037570","3577451021","1967228261","2336560859","2309394988","2278363856","2484489606","1955614480","1621836541","225836703","1916907412","4986838389","3668135708","3341140441","814629938","5718342180","6760081762","177015331","4280408228","3783232394","2205223992","1495796116","536747885","1389432","391721","246014","288946","282713","279411","292348","210375","181346","6338","327539","585752","434519","362450","64555","763801","859960","31641","561675","494599","293076","177822","64939"
"20203","11170","용산구","CS100001","한식음식점","74557041166","2218540","56791638907","17765402259","10067994673","10902218970","11676407092","11595662736","12549355436","10534687168","7230715091","4150113377","1477987673","19505096660","6065439993","29966879307","13391524156","34578796738","21296228713","258837263","12321545727","14822163767","11918223085","10207738875","6346516742","1742493","476047","319093","343665","357798","352187","369750","273816","202231","83579","80657","901285","257087","673776","222156","1137812","770842","14466","440563","478191","404529","342054","228869"
"20203","11170","용산구","CS300001","슈퍼마켓","36245059181","2329344","26527354112","9717705069","5141940736","5274036426","5889973391","4887602868","5333800691","5387005085","4330699984","222659407","4217434085","7636961886","9522178960","12150381719","2495443124","15543690093","17668780627","102847021","3139433853","5645107960","7641015904","8856315259","7827750727","1687241","642103","326871","344528","350661","318731","346450","350155","291948","20974","252148","417249","530651","869208","239114","1149794","1129556","21617","347507","477587","494849","513629","424165"
"20203","11170","용산구","CS300003","컴퓨터및주변장치판매","976265614025","2733257","850537059255","125728554770","172729680080","187508410487","144859487951","172838167025","172601313712","83064087003","42664467767","1376000283","137326084212","286870107553","390065023290","156439862491","4188536196","387980465531","163164003568","3850468460","69577890549","101693084249","203146911398","112843143317","60032971126","2258510","474747","421082","442942","428260","458015","508211","339981","134766","12727","277234","850349","1101238","477803","13906","1616206","476648","28730","385440","453964","551982","427360","245351"
"20203","11170","용산구","CS300014","신발","10882088466","63813","7517915366","3364173100","2346791915","1387650155","1013153634","1808000737","962318925","2221228289","1142944811","0","1984350641","2566500551","3391613025","2875047844","64576405","6185123420","1921452596","73874532","2254674631","3189285778","1508258495","726183532","354299051","39220","24593","6611","7315","7483","8711","9100","15277","9316","0","1418","16795","20481","24557","562","43409","19697","595","18123","22958","10227","6738","4462"
"20203","11170","용산구","CS300021","문구","9141457428","396085","8661365332","480092096","1642078843","1987956762","1894285358","1731990247","1405054122","391121007","88971089","0","2068464543","3390535305","2826308381","845180261","10968938","3082082737","1811907986","8906874","288223587","622663929","1459446497","1969466437","545283393","373541","22544","77881","78235","69835","76988","70602","18480","4064","0","78328","117758","119513","79205","1281","205984","110816","1858","45899","65572","78664","64403","60413"
"20203","11170","용산구","CS200036","고시원","18014420","46","18014420","0","0","0","0","18014420","0","0","0","0","0","0","0","18014420","0","18014420","0","0","0","0","18014420","0","0","46","0","0","0","0","46","0","0","0","0","0","0","0","46","0","46","0","0","0","0","46","0","0"
"20203","11200","성동구","CS100010","커피-음료","13619294670","1864112","10173018921","3446275749","1843154488","2063596171","2065389638","2025536366","2175342258","1867286874","1578988875","65796897","1857828791","4571662240","3605531462","3078763753","439711527","5842833678","6499650418","153620079","4955284164","3606197738","1951149935","1277550090","398682069","1465151","398961","270236","299357","298714","292679","304165","215420","183541","9290","396668","590648","447917","362304","57285","905713","875748","25555","753090","500864","271606","179441","50912"
"20203","11200","성동구","CS100007","치킨전문점","3244730910","137215","2310824202","933906708","399740951","397107315","467612752","486135341","560227843","515152577","418754131","347869195","4371668","102744419","201295682","1496571392","1091878554","1844928628","1172708071","50683797","913188805","574720975","680985215","575293667","222764235","95156","42059","16663","16906","19288","19383","22916","22599","19460","11789","468","5753","10329","65622","43254","77483","54514","2834","43438","24766","27652","23613","9686"
"20203","11200","성동구","CS300033","철물점","3610669971","64184","3189233041","421436930","566583005","731046195","633593687","645901777","612108377","405679511","15757419","0","805761731","1295440753","1161363989","323939915","24163583","1627655658","1377061999","27692","216952242","648154267","550140546","763674569","825768343","56129","8055","11901","10846","11753","11383","10246","7115","940","0","18091","20776","17848","7308","161","28814","16083","9","4368","8443","8400","12538","11140"
"20203","11200","성동구","CS100008","분식전문점","4384482242","469871","3376424547","1008057695","570610951","674754875","694256440","681916176","754886105","591963421","416094274","124396398","290800126","1266959079","707956343","1467587207","526783089","2083145458","1845431286","70154010","1212234762","911462833","870692670","630740932","233291550","368714","101157","66847","73327","76969","73840","77731","60162","40995","12607","47405","139454","75625","146268","48512","235195","212831","8956","147322","105913","96156","63905","25765"
"20203","11200","성동구","CS300021","문구","12095508449","386014","11940484683","155023766","2712789848","2744461596","2537690126","2044078824","1901464289","99275718","55748048","0","2004066811","3848762994","5139050574","1061369484","42258586","1442992999","1290978359","30880546","688268215","486364875","699745343","569796874","258915510","361219","24795","74800","72028","73793","70927","69671","15404","9391","0","58602","114333","130965","79171","2943","142012","126577","7118","102795","53812","42519","39994","22363"
"20203","11200","성동구","CS100004","양식음식점","1762522530","78418","1287493726","475028804","224713363","255943018","276780656","243253804","286802885","294830086","180198718","41446510","32323672","719251436","239858678","583881186","145761048","743001330","733729066","22759929","609744746","387353111","221684138","173966945","61221526","60881","17537","11147","12876","12338","11829","12691","10788","6749","867","1378","37863","11590","22761","3959","37721","34347","1393","30506","19127","10196","8377","2473"
"20203","11215","광진구","CS200007","치과의원","16160452060","136894","13924341512","2236110548","2807806582","3083712815","2816784324","2500665385","2715372406","2224329071","11781477","0","2175533041","5330750291","4853377694","3761880476","38910558","7572759149","8519991675","22575818","1980675441","2601141677","3675756175","4093621447","3718980268","118617","18277","25755","25651","23406","19666","24139","17952","325","0","24527","42104","45114","24978","171","66304","70508","595","19633","24837","29230","33042","29476"
"20203","11215","광진구","CS100008","분식전문점","7391732755","831748","5285521845","2106210910","970504631","1046887605","1068406301","1026688525","1173034783","1157336698","948874212","240931481","481784641","1919554258","1308098723","2668424624","772939028","3568962996","3481049367","197495569","2324493512","1697054050","1482903707","965854441","382211081","609365","222383","114200","122333","123930","119010","129892","123300","99083","18567","64622","206711","151825","301827","88196","401634","415249","23235","279738","203066","159482","106426","44925"
"20203","11215","광진구","CS200008","한의원","6107846977","197186","4841482264","1266364713","990215432","1070881239","879033821","876365086","1024986686","1097866748","168497965","0","819647402","2188692924","1847601029","1247383822","4521800","2635318223","3463514518","1854753","420889967","1029546029","1583370556","1428381735","1634789698","161895","35291","35258","32129","31818","27101","35589","28995","6296","0","28881","65560","55023","47476","246","92769","104257","161","18486","30338","38315","48101","61625"
"20203","11215","광진구","CS300020","서적","1240694209","61356","1043080635","197613574","207542539","247916546","211799647","212335879","163486024","132997245","64616329","0","65804062","295614881","457626843","377165937","44482486","543512497","595872012","60863229","119737976","160014188","481409231","269890529","47469356","53929","7427","11900","11431","10036","11408","9154","4894","2533","0","4765","16110","21300","17156","2025","29301","31405","3661","11656","7388","24046","12199","1757"
"20203","11215","광진구","CS100007","치킨전문점","3036854192","167406","2055966291","980887901","341232584","409475681","418980272","413415268","472862486","518054029","462833872","388262190","2311146","60277587","178623104","1357597418","1049782747","1788435791","1153523175","41413294","993131436","536890688","541834733","539611108","289077711","114929","52477","17309","22865","24199","23821","26735","26007","26470","14602","125","4987","12925","80521","54246","95479","69990","3023","65584","32021","27334","25982","11532"
"20203","11215","광진구","CS100004","양식음식점","4252013240","137409","2803602251","1448410989","464385359","521703864","568272821","538233201","711007006","820226235","628184754","80238752","27209434","1122055567","836672609","1777736710","408100168","1801919532","1909405174","85457727","1730007196","857257544","519338367","391977536","127286337","93138","44271","16103","17327","19378","18812","21518","24363","19908","2475","933","39680","29423","54115","10783","61827","67662","3533","65433","28946","15827","12081","3658"
"20203","11215","광진구","CS200017","골프연습장","1103226477","25981","769051516","334174961","207092163","163647369","150120709","116750816","131440459","165938434","168236527","69605193","17928037","95835320","190450159","456307791","273099977","741032419","252337301","0","65885052","181556791","308195071","341273088","96459721","17273","8708","3510","3387","3705","3037","3634","4650","4058","1370","925","2860","4108","9775","6943","19856","4593","0","1055","4378","7046","10053","1917"
"20203","11215","광진구","CS200032","가전제품수리","1276923024","10609","1197635427","79287597","271774127","242971542","174265944","229561261","279062553","79244732","42865","0","168675166","328421566","521676371","256662243","1487678","427028798","340685809","4980121","161650684","172561442","186351949","179051427","63118985","9684","925","2396","1835","1616","1728","2109","913","12","0","1480","3071","3874","2171","13","4611","3662","79","1567","1741","2091","1732","1062"
"20203","11215","광진구","CS300008","수산물판매","1355393692","72645","996061859","359331833","168325964","211273519","242886921","184050256","189525199","231657891","127673942","86328","112438857","317137909","448640235","461930224","15160139","463341855","845896985","1135404","30533670","159281043","213553681","392822410","511912636","53870","18775","9316","11781","12998","9243","10532","11801","6974","17","5991","17236","22839","25933","629","26235","45461","72","2061","8709","13190","21367","26291"
"20203","11230","동대문구","CS200030","피부관리실","317500738","2959","256128734","61372004","33614779","32184873","56019175","97492880","36817027","32050355","29321649","15696340","6141373","84240832","130666489","58038126","22717578","59067257","257851101","562042","49508167","72531536","121163955","45436462","27716196","2472","487","268","255","970","474","505","412","75","182","74","490","1151","938","124","710","2238","7","1069","918","449","350","157"
"20203","11230","동대문구","CS300002","편의점","41080038544","6818578","29864361879","11215676665","5665217321","5895631132","6224738861","5831967591","6246806974","5852939846","5362736819","5807234037","6237587352","5130670692","5186082923","10426062662","8292400878","27339263798","13426471482","529171859","13510506290","10505579688","7987615701","5736814534","2496047206","5034677","1783901","951029","1003207","1055335","989881","1035225","928750","855151","848510","1182096","972505","910205","1655954","1249308","4485503","2309359","135647","2659724","1648640","1114259","855972","380621"
"20203","11230","동대문구","CS300016","안경","2344998080","29040","1680996570","664001510","318052088","359877176","314003400","328429062","360634844","417508240","246493270","0","115332357","550312947","694425791","913489231","71437754","1088657368","1217346458","14447089","464275378","356848744","534400212","572866305","363166096","21359","7681","4294","4369","3747","4162","4787","4655","3026","0","1566","6613","8091","11927","843","11512","17045","524","8849","4624","5237","5959","3361"
"20203","11230","동대문구","CS200024","스포츠클럽","1144942019","3845","1036810065","108131954","290896140","267936888","188848317","129792083","159336637","96090934","12041020","0","80557997","125739750","226733025","464969951","246941296","487258342","643960456","11902632","418082455","242846912","149308705","240126770","68951325","3493","352","914","834","718","461","566","270","82","0","335","418","772","1651","669","2117","1646","76","1533","787","492","645","228"
"20203","11230","동대문구","CS300028","화초","820532080","29702","634565148","185966932","152793542","126158685","100424718","111926304","143261899","113092442","72874490","977860","76789157","223610575","252278068","245939949","20936471","368865668","410630643","3863086","219912378","153871819","97256285","233414817","71177928","23325","6377","4154","4777","4639","3757","5998","4640","1737","49","2652","8120","7617","10194","1070","13388","15242","216","11294","6067","3753","4901","2399"
"20203","11230","동대문구","CS200002","외국어학원","3831191370","13133","3499286155","331905215","808199070","700880722","808965537","600096005","581144821","223289391","108615824","7094158","742307046","477182738","1296340536","1113863735","194403157","1477531266","2327449265","3904114","17347039","1295362572","2014625223","390372836","83368748","12038","1095","3078","2270","2422","2417","1851","728","367","23","1662","1765","4543","4426","714","4924","8109","21","128","3432","7702","1484","265"
"20203","11230","동대문구","CS300006","미곡판매","21411487252","440745","16883267457","4528219795","2923752178","3857214157","4274573913","2744367367","3083359842","3653785728","874434067","389121735","6595981663","7555043850","5534846306","1329269000","7224698","8613709619","12539401668","0","214600309","899345649","3297815914","4820812088","11920537326","324836","115909","64764","68846","61511","63972","65743","82999","32910","4704","102371","141581","150636","40913","540","196978","240738","0","7426","24317","47321","88375","270280"
"20203","11230","동대문구","CS200003","예술학원","2102579486","9283","1701872129","400707357","473469380","310550038","342279373","390130314","185443024","267022265","133685092","0","89240610","319070367","643492769","821453628","229322112","743037024","1348305575","3494541","66386289","287901525","1100622153","585167169","47770922","8134","1149","1928","1683","1775","1644","1104","892","257","0","299","1688","3852","3026","418","3130","6117","49","586","1655","4946","1587","424"
"20203","11230","동대문구","CS300029","애완동물","545940446","21396","436835079","109105367","88286967","98149114","79533384","80140442","90725172","94615463","14489904","0","89148282","160087052","194041158","95889276","6774678","244476055","299769063","876539","38081289","64254156","153425504","125635986","161971644","16891","4505","3672","3304","3058","2891","3966","3816","689","0","2968","6015","8016","4096","301","9795","11567","76","1834","2130","4852","5521","6949"
"20203","11230","동대문구","CS200026","자동차미용","44912439","1023","31350393","13562046","4544792","6330921","6090854","6676788","7707038","6095168","7466878","0","5146822","14520195","15820376","9425046","0","21375328","11262606","0","4653486","7698482","8102136","7710013","4473817","642","381","100","148","128","119","147","158","223","0","162","325","357","179","0","559","248","0","98","234","186","164","124"
"20203","11230","동대문구","CS300004","핸드폰","1091254639","30749","528448583","562806056","50797413","191395448","30606933","137804698","117844091","462935330","99870726","0","67988569","554865701","157891220","310024869","484280","353958949","737295690","4534493","75012532","95349847","206994994","189065714","520297059","23519","7230","4287","5864","3280","3384","6704","4581","2649","0","2201","7206","9585","11670","87","14460","16289","454","4373","2827","8186","7918","6991"
"20203","11260","중랑구","CS300002","편의점","34032802222","5125042","24055414917","9977387305","4554534923","4736353085","5072966253","4587891446","5103669210","5195955402","4781431903","4955108246","5129536088","3578116354","4064495149","8888419696","7417126689","22837192238","11109620855","525206373","8743979667","9168855499","7279739830","5809773005","2419258719","3648589","1476453","689150","724002","769051","707408","758978","767348","709105","710654","850310","591175","643042","1286166","1043695","3406853","1712344","141751","1575970","1341347","962898","782055","315172"
"20203","11260","중랑구","CS200031","세탁소","386612453","29926","287433973","99178480","64742610","65640618","70705405","43691613","42653727","92478202","6700278","80321","45621452","73548176","105131863","150922719","11307922","180901521","191023012","784413","49521503","110208320","92735298","84850632","33824368","23472","6454","5991","5077","4755","4051","3598","5881","573","13","3393","6024","7906","11907","683","16328","12801","122","5785","7240","7029","6486","2465"
"20203","11260","중랑구","CS100010","커피-음료","5202538589","853076","3569766727","1632771862","649996174","716684981","757077449","693256739","752751384","856331795","776440067","60376622","573066682","1260618700","1320564090","1411133973","576778522","2317784264","2777744527","157759011","1715268769","1272639448","952350749","730440318","267070499","596484","256592","110700","120130","124236","116194","125224","133706","122886","6555","112064","206673","221089","226085","80610","387187","458461","31289","305404","213033","149918","108317","37684"
"20203","11260","중랑구","CS300022","화장품","14565166030","658821","10989608964","3575557066","2372037329","2091359047","2400479166","1880984450","2244748972","2081548822","1494008244","8410394","511615265","3220852981","3593629811","5779801252","1450856327","3308140236","11229978411","306954326","4116287161","3640090728","2649405322","2522693894","1302687218","478517","180304","90694","100548","96975","87646","102654","103650","76654","156","21611","113470","158617","291904","73063","163336","495342","24653","240657","144081","109984","96759","42543"
"20203","11260","중랑구","CS200016","당구장","505081499","31257","349596328","155485171","86804502","62809556","72421112","59866551","67694607","88790005","66695166","76641629","13437826","14502004","52108258","197224157","151167625","411838879","87737409","12989182","88588259","59128844","100865656","175859044","62145302","20645","10612","4173","3529","4494","3804","4645","6207","4405","4719","183","646","3630","12262","9817","27579","3493","1763","5265","3543","6362","10156","3985"
"20203","11260","중랑구","CS300027","섬유제품","981130954","17416","737884330","243246624","140043367","141538425","181964791","159063944","115273803","195625318","47621306","0","89469114","260180894","465995988","159507150","5977808","377319579","597652791","0","54146087","47239964","185582211","325863836","362140273","14037","3379","2998","2750","2774","2530","2985","2849","530","0","2135","4520","8031","2613","117","6894","10324","0","937","1246","2548","5822","6663"
"20203","11260","중랑구","CS200029","네일숍","359298377","6533","285504058","73794319","47600340","72896493","59081710","46820813","59104702","63001256","10793063","0","4412053","100887914","119413240","119235846","15349324","58049421","301248956","0","85660858","103869468","100034634","44804377","24929040","5249","1284","990","1230","1266","859","904","1074","210","0","58","1718","2171","2352","234","1122","5411","0","1789","1996","1468","884","396"
"20203","11260","중랑구","CS100003","일식음식점","3530171647","86911","2294256713","1235914934","383992480","440598817","466283908","459675884","543705624","646648998","589265936","103495573","2756384","692716796","662022319","1478212409","590968166","1939755976","1434120245","68629628","773733572","746403397","863863563","630816164","290429900","60575","26336","10585","12349","11250","12362","14029","13603","12733","1655","114","23503","17225","35955","8459","44770","39278","3449","21249","17223","19590","15961","6574"
"20203","11260","중랑구","CS200019","PC방","3511751539","696444","2318890220","1192861319","443143175","478910156","472465997","456463638","467907254","595978359","596882960","602545341","172444793","311095637","624395710","1005733471","795536587","2854267071","657484468","266239857","2266826520","581914379","198753707","173331192","24685884","456581","239863","91552","89470","98844","82088","94627","121297","118566","117100","34060","61930","119965","205965","157424","571369","125075","76964","452384","89981","39291","32889","4935"
"20203","11260","중랑구","CS300031","가구","1026518754","5051","678449856","348068898","111426569","112116715","154882945","134311426","165712201","143983534","204085364","0","35798937","251273820","396375217","343070780","0","323097620","687160062","1101965","51152024","35823009","216811335","364970332","340399017","3288","1763","535","573","760","688","732","876","887","0","183","1186","1884","1798","0","1666","3313","42","287","384","638","1757","1872"
"20203","11260","중랑구","CS300019","의료기기","893600330","5133","869676087","23924243","245627444","202739214","164573420","166135910","90600099","23924243","0","0","150573079","411884987","266508511","64633753","0","505009404","382667008","0","7244290","11586640","244802691","331123142","292919649","4628","505","949","1188","837","895","759","505","0","0","1007","1839","1552","735","0","2373","2703","0","165","278","905","1492","2234"
"20203","11260","중랑구","CS100004","양식음식점","295480488","12109","210924410","84556078","43370464","43229949","39361592","40495038","44467367","56871780","27684298","722264","141748","74307596","47650451","122531814","50126615","143851533","138465215","7579395","61332672","91846941","69084011","40055242","12418488","8727","3382","1717","1675","1700","1751","1884","1961","1421","6","18","4037","2806","4699","543","5285","6676","567","2901","3482","2682","1793","537"
"20203","11290","성북구","CS200019","PC방","2792575399","561267","1847490816","945084583","379617229","353874678","377901902","335530172","400566835","477131601","467952982","514075345","136223028","250610857","459230595","820327365","612108209","2365084395","427491004","264410934","1896705173","372553868","127569452","103209286","28126686","374673","186594","73532","72852","77700","68780","81809","93821","92773","101678","28948","49459","95632","164688","120862","469909","91358","71200","371472","68976","23913","20085","5621"
"20203","11290","성북구","CS300007","육류판매","10407030335","300875","7400130499","3006899836","1467195408","1493282530","1605690186","1218008421","1615953954","1695068302","1311831534","675267","976314623","2064499572","2942018863","4151396184","272125826","4296914937","5790322736","9673152","403428627","1096793371","2132205683","2961690143","3483446695","212357","88518","40844","40324","46082","39257","45850","49190","39328","24","26426","56614","80726","129593","7492","119569","177380","399","16718","33933","65593","87815","92485"
"20203","11290","성북구","CS100005","제과점","5221908832","584827","3731066622","1490842210","668664127","768912467","782840284","719593145","791056599","806380990","684461220","9332419","855919920","1062340910","1117751465","1669949300","506614818","2017089866","2927993077","60125591","939473382","1050586741","1340159604","944431890","610305736","422949","161878","79665","86457","87613","81855","87359","86376","75502","997","96990","113047","123904","190938","58951","223489","350838","8681","130186","121485","143598","105778","64597"
"20203","11290","성북구","CS300006","미곡판매","3481708112","65590","3052206185","429501927","564379882","1171699828","374512803","334405289","607208383","356525204","72976723","905838","786505559","645056543","1410977403","632293140","5969629","984676751","2455229963","3523023","10683382","184059697","330773456","593722243","2317144910","55583","10007","11536","15344","10301","6976","11426","8255","1752","24","10137","17903","21444","15839","243","23549","41672","50","949","7234","8408","16065","32515"
"20203","11290","성북구","CS300025","자전거 및 기타운송장비","1509792092","12229","602035689","907756403","48392014","206198282","118934495","65172937","163337961","714671884","193084519","0","21525031","223415517","525057826","719853542","19940176","1193370816","251818495","3809006","244039258","283634366","625483188","224632469","63591024","7975","4254","738","1920","1608","1546","2163","2830","1424","0","340","2783","3793","5045","268","9440","2577","138","1438","2174","3986","3076","1206"
"20203","11305","강북구","CS300001","슈퍼마켓","27878047828","2282352","20049644704","7828403124","3889753404","4001423969","4172949071","3602231237","4383287023","4202734090","3625669034","527739078","2626981754","4664937741","5538419764","10498077529","4021891962","14203628678","12540286203","116779225","2540769698","4107468245","6691551206","7283300227","6004046281","1633535","648817","315212","328910","347692","309424","332297","343312","305505","58753","206367","321550","412605","880193","402884","1256935","1012332","22185","332210","395514","520452","556563","442337"
"20203","11305","강북구","CS300043","전자상거래업","2386354239","86051","2052070207","334284032","408464087","265934328","427785322","485379119","464507351","204297597","129986435","8283984","41334291","651594306","913184446","707477735","64479477","1079720502","1171492391","25149629","515791664","249061774","638122091","427343995","395743739","65224","20827","8778","13109","12873","17354","13110","11708","9119","388","2206","20417","26371","32452","4217","36062","49628","2253","11100","13592","26239","18533","13973"
"20203","11305","강북구","CS300002","편의점","27342141579","4139715","19271437478","8070704101","3687895221","3777291805","4071931910","3691062030","4043256512","4255177983","3815526118","4262125655","3978010304","2885671097","3275007436","7111125078","5830202009","18089217241","9189292044","363451093","7325223589","7043648773","6439174842","4303923870","1803087117","2961379","1178336","559636","589822","623239","578203","610479","615587","562749","581528","693178","487956","529964","1033780","813309","2707894","1430327","94328","1305358","1042837","844246","603673","247781"
"20203","11305","강북구","CS300028","화초","332404477","8981","265248361","67156116","69355507","47252702","35211500","61056276","52372376","31674288","35481828","724414","36247537","80471510","105519901","103147117","6293998","110755177","128320248","2406018","39979615","64180942","42118013","52909136","37481704","6767","2214","1264","1500","1132","1413","1458","1275","939","27","496","2266","2524","3326","342","3616","4520","146","2142","1736","1209","1599","1309"
"20203","11305","강북구","CS200026","자동차미용","139086438","2396","92129066","46957372","12218762","20701721","9070162","31616823","18521598","29612192","17345180","0","24272380","42509835","28865292","43438931","0","115718849","17783509","0","11449631","48002491","39463533","20946705","13639996","1517","879","293","350","229","356","289","460","419","0","495","718","660","523","0","1791","430","0","133","595","655","506","328"
"20203","11305","강북구","CS200019","PC방","1662921227","350693","1087120212","575801015","228193708","210617734","222704780","202962710","222641280","291194446","284606569","317061408","130842617","129029492","259602196","465253377","361132137","1340821060","322100167","89615790","1160934403","260360100","70206879","49465057","32338998","229544","121149","46069","44971","46856","42741","48907","60855","60294","64424","22830","25728","58168","103392","76151","278108","72585","29922","244194","45664","15214","10415","5284"
"20203","11305","강북구","CS300015","가방","113670360","1871","102328969","11341391","46698067","6807326","4257773","37424877","7140926","6720010","4621381","0","43697247","15533443","12593975","41845695","0","20483719","19301981","0","2662099","2436278","5241990","11766620","17678712","1304","567","250","360","195","257","242","304","263","0","216","606","583","466","0","877","877","0","79","179","303","613","579"
"20203","11320","도봉구","CS300010","반찬가게","5974268551","154842","5612849171","361419380","1254076207","910144690","1206185299","1347157564","895285411","224294752","137124628","419816","961506422","1741038005","2553608757","708638888","9056663","2340302952","2923988869","1336037","53439890","370493534","501457366","2174917292","2162647699","128302","26540","27206","24212","29065","22225","25594","15260","11280","39","22859","33168","55177","42809","790","54480","91598","109","4135","11245","28126","55349","47113"
